artifactType,artifactLabel,domain,competencyLabel,difficulty,priority,candidateCount,sampleQuestionIds,artifactBrief,generationPrompt
"source-comparison-pack","Source comparison / version evidence","D4","Security and governance controls","awareness","high","18","NH-CORE-GENERAL-D4-SECURITY-GOVERNANCE-AWARENESS-02; NH-CORE-GENERAL-D4-SECURITY-GOVERNANCE-AWARENESS-05; NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-AWARENESS-01; NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-AWARENESS-02; NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-AWARENESS-03; NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-AWARENESS-04; NH-FUNCTION-CUSTOMERSERVICE-D4-SECURITY-GOVERNANCE-AWARENESS-01; NH-FUNCTION-CUSTOMERSERVICE-D4-SECURITY-GOVERNANCE-AWARENESS-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D4","Security and governance controls","advanced","high","18","NH-CORE-GENERAL-D4-SECURITY-GOVERNANCE-ADVANCED-02; NH-CORE-GENERAL-D4-SECURITY-GOVERNANCE-ADVANCED-05; NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-01; NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-02; NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-03; NH-FUNCTION-SALES-D4-SECURITY-GOVERNANCE-ADVANCED-04; NH-FUNCTION-CUSTOMERSERVICE-D4-SECURITY-GOVERNANCE-ADVANCED-01; NH-FUNCTION-CUSTOMERSERVICE-D4-SECURITY-GOVERNANCE-ADVANCED-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"workflow-trace","Workflow / agent trace","D2","Agentic workflows","proficient","high","18","NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-PROFICIENT-03; NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-PROFICIENT-06; NH-CORE-GENERAL-D2-AGENTIC-WORKFLOWS-PROFICIENT-07; NH-FUNCTION-GENERAL-D2-AGENTIC-WORKFLOWS-PROFICIENT-01; NH-FUNCTION-GENERAL-D2-AGENTIC-WORKFLOWS-PROFICIENT-03; NH-FUNCTION-GENERAL-D2-AGENTIC-WORKFLOWS-PROFICIENT-04; NH-FUNCTION-FINANCE-D2-AGENTIC-WORKFLOWS-PROFICIENT-01; NH-FUNCTION-FINANCE-D2-AGENTIC-WORKFLOWS-PROFICIENT-02","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"security-audit-log","Security / access / audit evidence","D4","Security and governance controls","awareness","high","17","NH-CORE-GENERAL-D4-SECURITY-GOVERNANCE-AWARENESS-01; NH-CORE-GENERAL-D4-SECURITY-GOVERNANCE-AWARENESS-03; NH-CORE-GENERAL-D4-SECURITY-GOVERNANCE-AWARENESS-07; NH-FUNCTION-GENERAL-D4-SECURITY-GOVERNANCE-AWARENESS-03; NH-FUNCTION-FINANCE-D4-SECURITY-GOVERNANCE-AWARENESS-01; NH-FUNCTION-FINANCE-D4-SECURITY-GOVERNANCE-AWARENESS-03; NH-INDUSTRY-FINANCIAL-D4-SECURITY-GOVERNANCE-AWARENESS-01; NH-INDUSTRY-FINANCIAL-D4-SECURITY-GOVERNANCE-AWARENESS-03","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"source-comparison-pack","Source comparison / version evidence","D1","Capability boundaries","applied","high","17","NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-APPLIED-02; NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-APPLIED-03; NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-APPLIED-05; NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-APPLIED-06; NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-APPLIED-07; NH-FUNCTION-SALES-D1-CAPABILITY-LIMITS-APPLIED-01; NH-FUNCTION-SALES-D1-CAPABILITY-LIMITS-APPLIED-02; NH-FUNCTION-SALES-D1-CAPABILITY-LIMITS-APPLIED-03","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D1","Capability boundaries","advanced","high","17","NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-ADVANCED-01; NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-ADVANCED-02; NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-ADVANCED-03; NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-ADVANCED-05; NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-ADVANCED-06; NH-CORE-GENERAL-D1-CAPABILITY-LIMITS-ADVANCED-07; NH-FUNCTION-SALES-D1-CAPABILITY-LIMITS-ADVANCED-01; NH-FUNCTION-SALES-D1-CAPABILITY-LIMITS-ADVANCED-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D2","Output refinement","applied","high","17","NH-CORE-GENERAL-D2-OUTPUT-REFINEMENT-APPLIED-01; NH-CORE-GENERAL-D2-OUTPUT-REFINEMENT-APPLIED-02; NH-CORE-GENERAL-D2-OUTPUT-REFINEMENT-APPLIED-04; NH-CORE-GENERAL-D2-OUTPUT-REFINEMENT-APPLIED-05; NH-CORE-GENERAL-D2-OUTPUT-REFINEMENT-APPLIED-08; NH-FUNCTION-PEOPLE-D2-OUTPUT-REFINEMENT-APPLIED-02; NH-FUNCTION-PEOPLE-D2-OUTPUT-REFINEMENT-APPLIED-03; NH-FUNCTION-MARKETING-D2-OUTPUT-REFINEMENT-APPLIED-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D3","Fraud and manipulation detection","applied","high","17","NH-CORE-GENERAL-D3-FRAUD-DETECTION-APPLIED-02; NH-CORE-GENERAL-D3-FRAUD-DETECTION-APPLIED-03; NH-CORE-GENERAL-D3-FRAUD-DETECTION-APPLIED-05; NH-CORE-GENERAL-D3-FRAUD-DETECTION-APPLIED-07; NH-FUNCTION-FINANCE-D3-FRAUD-DETECTION-APPLIED-03; NH-FUNCTION-SALES-D3-FRAUD-DETECTION-APPLIED-01; NH-FUNCTION-SALES-D3-FRAUD-DETECTION-APPLIED-02; NH-FUNCTION-SALES-D3-FRAUD-DETECTION-APPLIED-03","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D4","Regulatory and policy fluency","awareness","high","17","NH-CORE-GENERAL-D4-REGULATORY-POLICY-AWARENESS-01; NH-CORE-GENERAL-D4-REGULATORY-POLICY-AWARENESS-02; NH-CORE-GENERAL-D4-REGULATORY-POLICY-AWARENESS-05; NH-FUNCTION-PEOPLE-D4-REGULATORY-POLICY-AWARENESS-02; NH-FUNCTION-PEOPLE-D4-REGULATORY-POLICY-AWARENESS-03; NH-FUNCTION-FINANCE-D4-REGULATORY-POLICY-AWARENESS-02; NH-FUNCTION-MARKETING-D4-REGULATORY-POLICY-AWARENESS-04; NH-INDUSTRY-FINANCIAL-D4-REGULATORY-POLICY-AWARENESS-01","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D4","Regulatory and policy fluency","proficient","high","17","NH-CORE-GENERAL-D4-REGULATORY-POLICY-PROFICIENT-02; NH-CORE-GENERAL-D4-REGULATORY-POLICY-PROFICIENT-04; NH-CORE-GENERAL-D4-REGULATORY-POLICY-PROFICIENT-05; NH-CORE-GENERAL-D4-REGULATORY-POLICY-PROFICIENT-08; NH-FUNCTION-PEOPLE-D4-REGULATORY-POLICY-PROFICIENT-02; NH-FUNCTION-PEOPLE-D4-REGULATORY-POLICY-PROFICIENT-03; NH-FUNCTION-FINANCE-D4-REGULATORY-POLICY-PROFICIENT-01; NH-FUNCTION-MARKETING-D4-REGULATORY-POLICY-PROFICIENT-01","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D5","ROI and measurement","awareness","high","16","NH-CORE-GENERAL-D5-ROI-METRICS-AWARENESS-01; NH-FUNCTION-GENERAL-D5-ROI-METRICS-AWARENESS-02; NH-FUNCTION-FINANCE-D5-ROI-METRICS-AWARENESS-01; NH-FUNCTION-FINANCE-D5-ROI-METRICS-AWARENESS-03; NH-EXECUTIVE-CEO-D5-ROI-METRICS-AWARENESS-02; NH-EXECUTIVE-CEO-D5-ROI-METRICS-AWARENESS-03; NH-EXECUTIVE-CEO-D5-ROI-METRICS-AWARENESS-04; NH-EXECUTIVE-BOARD-D5-ROI-METRICS-AWARENESS-01","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"data-chart-dashboard","Dashboard / chart / calculation evidence","D6","Change enablement","proficient","high","16","NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-PROFICIENT-01; NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-PROFICIENT-03; NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-PROFICIENT-07; NH-FUNCTION-PEOPLE-D6-CHANGE-ENABLEMENT-PROFICIENT-01; NH-FUNCTION-PEOPLE-D6-CHANGE-ENABLEMENT-PROFICIENT-02; NH-INDUSTRY-EDUCATION-D6-CHANGE-ENABLEMENT-PROFICIENT-01; NH-INDUSTRY-EDUCATION-D6-CHANGE-ENABLEMENT-PROFICIENT-02; NH-INDUSTRY-EDUCATION-D6-CHANGE-ENABLEMENT-PROFICIENT-03","Dashboard or spreadsheet-style table with enough numeric evidence to calculate or compare outcomes.","Create a realistic business dashboard or spreadsheet panel with baseline, current result, cost, benefit, risk, confidence, and one misleading metric that users must catch."
"source-comparison-pack","Source comparison / version evidence","D4","Regulatory and policy fluency","advanced","high","16","NH-CORE-GENERAL-D4-REGULATORY-POLICY-ADVANCED-01; NH-CORE-GENERAL-D4-REGULATORY-POLICY-ADVANCED-02; NH-CORE-GENERAL-D4-REGULATORY-POLICY-ADVANCED-05; NH-FUNCTION-PEOPLE-D4-REGULATORY-POLICY-ADVANCED-03; NH-FUNCTION-PEOPLE-D4-REGULATORY-POLICY-ADVANCED-04; NH-FUNCTION-FINANCE-D4-REGULATORY-POLICY-ADVANCED-03; NH-FUNCTION-MARKETING-D4-REGULATORY-POLICY-ADVANCED-04; NH-INDUSTRY-FINANCIAL-D4-REGULATORY-POLICY-ADVANCED-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"workflow-trace","Workflow / agent trace","D2","Tool selection and integration","awareness","high","16","NH-CORE-GENERAL-D2-TOOL-SELECTION-AWARENESS-03; NH-CORE-GENERAL-D2-TOOL-SELECTION-AWARENESS-06; NH-CORE-GENERAL-D2-TOOL-SELECTION-AWARENESS-07; NH-FUNCTION-GENERAL-D2-TOOL-SELECTION-AWARENESS-01; NH-FUNCTION-GENERAL-D2-TOOL-SELECTION-AWARENESS-03; NH-FUNCTION-GENERAL-D2-TOOL-SELECTION-AWARENESS-04; NH-FUNCTION-FINANCE-D2-TOOL-SELECTION-AWARENESS-01; NH-FUNCTION-FINANCE-D2-TOOL-SELECTION-AWARENESS-02","Workflow diagram or event trace showing model step, retrieval step, tool permission, approval gate, and failure point.","Create a realistic workflow trace screen with timestamps, model/retrieval/tool steps, permission scope, approval gate, retry count, and a marked failure or handoff gap."
"source-comparison-pack","Source comparison / version evidence","D2","Prompt design","advanced","high","15","NH-CORE-GENERAL-D2-PROMPT-DESIGN-ADVANCED-02; NH-CORE-GENERAL-D2-PROMPT-DESIGN-ADVANCED-05; NH-CORE-GENERAL-D2-PROMPT-DESIGN-ADVANCED-06; NH-FUNCTION-GENERAL-D2-PROMPT-DESIGN-ADVANCED-02; NH-FUNCTION-PEOPLE-D2-PROMPT-DESIGN-ADVANCED-03; NH-FUNCTION-PEOPLE-D2-PROMPT-DESIGN-ADVANCED-04; NH-FUNCTION-MARKETING-D2-PROMPT-DESIGN-ADVANCED-04; NH-FUNCTION-SALES-D2-PROMPT-DESIGN-ADVANCED-01","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D5","ROI and measurement","awareness","high","15","NH-CORE-GENERAL-D5-ROI-METRICS-AWARENESS-02; NH-CORE-GENERAL-D5-ROI-METRICS-AWARENESS-05; NH-FUNCTION-SALES-D5-ROI-METRICS-AWARENESS-01; NH-FUNCTION-SALES-D5-ROI-METRICS-AWARENESS-02; NH-FUNCTION-SALES-D5-ROI-METRICS-AWARENESS-03; NH-FUNCTION-SALES-D5-ROI-METRICS-AWARENESS-04; NH-FUNCTION-OPERATIONS-D5-ROI-METRICS-AWARENESS-01; NH-FUNCTION-OPERATIONS-D5-ROI-METRICS-AWARENESS-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D5","ROI and measurement","applied","high","15","NH-CORE-GENERAL-D5-ROI-METRICS-APPLIED-02; NH-CORE-GENERAL-D5-ROI-METRICS-APPLIED-05; NH-FUNCTION-SALES-D5-ROI-METRICS-APPLIED-01; NH-FUNCTION-SALES-D5-ROI-METRICS-APPLIED-02; NH-FUNCTION-SALES-D5-ROI-METRICS-APPLIED-03; NH-FUNCTION-SALES-D5-ROI-METRICS-APPLIED-04; NH-FUNCTION-OPERATIONS-D5-ROI-METRICS-APPLIED-01; NH-FUNCTION-OPERATIONS-D5-ROI-METRICS-APPLIED-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D5","ROI and measurement","advanced","high","15","NH-CORE-GENERAL-D5-ROI-METRICS-ADVANCED-02; NH-CORE-GENERAL-D5-ROI-METRICS-ADVANCED-05; NH-FUNCTION-SALES-D5-ROI-METRICS-ADVANCED-01; NH-FUNCTION-SALES-D5-ROI-METRICS-ADVANCED-02; NH-FUNCTION-SALES-D5-ROI-METRICS-ADVANCED-03; NH-FUNCTION-SALES-D5-ROI-METRICS-ADVANCED-04; NH-FUNCTION-OPERATIONS-D5-ROI-METRICS-ADVANCED-01; NH-FUNCTION-OPERATIONS-D5-ROI-METRICS-ADVANCED-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D6","Human-AI role clarity","advanced","high","15","NH-CORE-GENERAL-D6-ROLE-CLARITY-ADVANCED-02; NH-CORE-GENERAL-D6-ROLE-CLARITY-ADVANCED-05; NH-FUNCTION-PEOPLE-D6-ROLE-CLARITY-ADVANCED-03; NH-FUNCTION-SALES-D6-ROLE-CLARITY-ADVANCED-01; NH-FUNCTION-SALES-D6-ROLE-CLARITY-ADVANCED-02; NH-FUNCTION-SALES-D6-ROLE-CLARITY-ADVANCED-03; NH-FUNCTION-SALES-D6-ROLE-CLARITY-ADVANCED-04; NH-FUNCTION-CUSTOMERSERVICE-D6-ROLE-CLARITY-ADVANCED-01","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D6","Trust and challenge culture","awareness","high","15","NH-CORE-GENERAL-D6-TRUST-CULTURE-AWARENESS-02; NH-CORE-GENERAL-D6-TRUST-CULTURE-AWARENESS-05; NH-CORE-GENERAL-D6-TRUST-CULTURE-AWARENESS-06; NH-FUNCTION-PEOPLE-D6-TRUST-CULTURE-AWARENESS-01; NH-FUNCTION-PEOPLE-D6-TRUST-CULTURE-AWARENESS-03; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-AWARENESS-01; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-AWARENESS-02; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-AWARENESS-03","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D6","Trust and challenge culture","applied","high","15","NH-CORE-GENERAL-D6-TRUST-CULTURE-APPLIED-02; NH-CORE-GENERAL-D6-TRUST-CULTURE-APPLIED-05; NH-CORE-GENERAL-D6-TRUST-CULTURE-APPLIED-06; NH-FUNCTION-PEOPLE-D6-TRUST-CULTURE-APPLIED-02; NH-FUNCTION-PEOPLE-D6-TRUST-CULTURE-APPLIED-03; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-APPLIED-01; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-APPLIED-02; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-APPLIED-03","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D6","Trust and challenge culture","advanced","high","15","NH-CORE-GENERAL-D6-TRUST-CULTURE-ADVANCED-02; NH-CORE-GENERAL-D6-TRUST-CULTURE-ADVANCED-04; NH-CORE-GENERAL-D6-TRUST-CULTURE-ADVANCED-05; NH-CORE-GENERAL-D6-TRUST-CULTURE-ADVANCED-08; NH-FUNCTION-PEOPLE-D6-TRUST-CULTURE-ADVANCED-02; NH-FUNCTION-PEOPLE-D6-TRUST-CULTURE-ADVANCED-03; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-ADVANCED-01; NH-FUNCTION-CUSTOMERSERVICE-D6-TRUST-CULTURE-ADVANCED-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"security-audit-log","Security / access / audit evidence","D4","Security and governance controls","applied","high","14","NH-CORE-GENERAL-D4-SECURITY-GOVERNANCE-APPLIED-01; NH-FUNCTION-GENERAL-D4-SECURITY-GOVERNANCE-APPLIED-04; NH-FUNCTION-FINANCE-D4-SECURITY-GOVERNANCE-APPLIED-03; NH-FUNCTION-FINANCE-D4-SECURITY-GOVERNANCE-APPLIED-04; NH-INDUSTRY-FINANCIAL-D4-SECURITY-GOVERNANCE-APPLIED-03; NH-INDUSTRY-PUBLIC-D4-SECURITY-GOVERNANCE-APPLIED-02; NH-INDUSTRY-PUBLIC-D4-SECURITY-GOVERNANCE-APPLIED-03; NH-EXECUTIVE-CEO-D4-SECURITY-GOVERNANCE-APPLIED-02","Realistic access log, vendor questionnaire, permission console, or audit trail with key fields highlighted.","Create a realistic security review artifact with access scopes, actor identity, requested action, approval status, audit timestamps, and one visible control gap."
"source-comparison-pack","Source comparison / version evidence","D6","Change enablement","awareness","high","14","NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-AWARENESS-02; NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-AWARENESS-05; NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-AWARENESS-06; NH-FUNCTION-PEOPLE-D6-CHANGE-ENABLEMENT-AWARENESS-02; NH-FUNCTION-PEOPLE-D6-CHANGE-ENABLEMENT-AWARENESS-03; NH-FUNCTION-OPERATIONS-D6-CHANGE-ENABLEMENT-AWARENESS-01; NH-FUNCTION-OPERATIONS-D6-CHANGE-ENABLEMENT-AWARENESS-02; NH-FUNCTION-OPERATIONS-D6-CHANGE-ENABLEMENT-AWARENESS-03","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
"source-comparison-pack","Source comparison / version evidence","D6","Change enablement","proficient","high","14","NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-PROFICIENT-02; NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-PROFICIENT-04; NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-PROFICIENT-05; NH-CORE-GENERAL-D6-CHANGE-ENABLEMENT-PROFICIENT-08; NH-FUNCTION-PEOPLE-D6-CHANGE-ENABLEMENT-PROFICIENT-03; NH-FUNCTION-PEOPLE-D6-CHANGE-ENABLEMENT-PROFICIENT-04; NH-FUNCTION-OPERATIONS-D6-CHANGE-ENABLEMENT-PROFICIENT-01; NH-FUNCTION-OPERATIONS-D6-CHANGE-ENABLEMENT-PROFICIENT-02","Side-by-side source excerpts with version/date stamps and highlighted conflict, exception, missing citation, or stale source.","Create a realistic two-panel document comparison with version badges, date stamps, source IDs, highlighted conflict/exception text, and a short reviewer note area."
